 #No_Constraint #No_Constraint
   #Erot(W)cm-1    #Speed(m/s)
         287.24         244.41
         202.07         540.49
         157.35         603.34
          11.24         444.67
         152.64         169.94
         724.02         547.10
         389.76         190.05
         231.43         556.99
         120.85         532.69
         290.33         629.84
         709.93         508.30
         630.84         534.89
          33.51         510.30
         293.79         303.79
          51.66         740.47
         348.91         313.84
         248.31         528.42
         265.29         798.32
         472.95         172.44
         180.63         483.63
         323.77         500.61
         435.89         386.68
         114.10         380.95
         177.39         576.29
         937.13         784.81
         657.18         448.61
         328.89         526.56
         899.63         318.20
         108.55         900.82
         373.13         693.36
           1.85         271.32
         233.76         113.66
          43.37         653.40
         280.56         294.27
         584.84         534.34
         569.76         849.59
         265.40         541.87
         483.08         746.03
         539.89         743.27
         500.89         156.69
         172.19         564.59
         584.05         429.20
         134.95         569.58
          18.67         301.52
         224.25         453.91
         157.25         312.08
          89.88         642.44
         404.44         497.56
         144.59         316.34
          26.27         351.85
         183.77         766.25
         200.95         608.47
         139.43         134.52
         221.84         308.09
         578.19         657.86
         527.61         353.22
         324.22         453.82
         292.36         428.16
          34.78         769.87
        1527.13         367.07
          41.94         816.06
         481.84         416.27
         290.39         409.61
         278.76         348.73
         468.53         536.73
        1060.88         826.29
         326.20         123.04
         806.40         269.18
         100.35         421.94
        1215.63         273.25
        1310.07         426.51
         176.00         476.25
         452.96         577.89
         267.93         140.59
         568.57         797.45
         474.70         580.58
         748.90         264.39
         276.54         140.66
         523.99         282.25
         142.43         495.90
         299.98         307.83
         172.11         684.91
         503.41         492.05
         700.54         509.52
         505.36         831.88
         305.51         701.01
         603.73         672.14
         664.21         459.68
           7.01         575.49
         185.50         648.16
          66.53         576.48
         240.68         427.64
         473.98         245.30
         180.63         557.13
         313.26         982.20
         136.50         237.72
         195.15         770.63
         731.83         284.40
         300.19         265.87
         168.55         818.56
         415.14         304.15
         649.07         433.63
         122.94         811.77
         538.93         611.90
         115.37         812.04
         337.67         353.69
         144.00         708.47
         509.54         549.26
         320.68         662.02
         256.85         664.67
         291.15         354.28
         139.76         529.13
         368.05         225.85
         109.92         339.90
         267.66         976.33
          71.30         240.47
         529.52         277.48
         228.26         651.43
         212.00         438.51
         292.79         390.58
         119.25         530.73
        1031.30         543.59
          40.05         466.42
         244.27         886.82
         462.33         679.25
         358.58         398.02
        1387.72         542.52
          75.55         281.40
         522.49         454.65
         512.77         625.12
        1045.16         264.89
         163.11        1018.02
         926.20         514.99
          77.60        1380.72
        1049.08         848.23
         316.57         436.96
         331.93         359.83
         105.35         313.32
         264.25         557.53
         292.83         310.69
         311.00         945.75
         219.74         616.11
         263.04         360.89
         508.34         505.28
         331.31         237.10
         169.80         423.40
         369.52         769.30
         794.12         479.38
         219.33         372.81
         218.73         696.12
         375.04         605.17
         602.86         255.43
         456.66         499.15
         344.11         496.61
         165.29         639.43
         309.47         263.27
         343.10         539.03
         188.28         257.34
          84.85         602.02
         120.93         304.80
         159.23         352.54
         246.85         471.93
          26.90         406.90
         660.20         630.17
         654.44         365.79
         891.99         550.35
         173.15         245.19
         949.91         234.18
        1048.66         599.12
         167.29         373.24
         184.16         393.85
         118.97         633.39
         352.44         313.58
         740.53         433.16
         633.98         316.32
         297.56         289.67
         325.87         659.39
         236.55         500.16
         278.93         318.18
         802.05         546.33
         158.58         604.32
         386.16         334.41
         876.29         610.47
         501.09         754.73
         635.17         685.12
         723.46        1100.23
        1063.30         405.92
         275.10         716.88
         284.66         561.15
         180.11         462.60
         627.60         175.27
         116.29         913.52
         734.58         490.58
         272.38         294.19
        1076.39         261.49
         149.08         495.41
          24.00         128.80
         124.62         510.09
         163.80         212.54
         508.94         335.73
         445.60         620.42
         759.45         635.09
         255.86         780.56
         668.55         530.65
          81.65         408.08
          96.92         239.90
         399.91         325.37
         348.69         476.03
         319.39         645.71
         190.82         238.62
           7.97         587.46
          47.15         719.92
         277.91         536.10
         722.87         428.97
         522.00         328.52
         334.32         429.48
         445.68         420.21
         214.88         279.03
        1029.21         333.14
         336.91         345.28
         222.24         448.22
         667.05         454.20
         325.80         723.05
        1201.51         516.23
        1273.91         254.13
         340.99         306.56
         858.90        1127.70
          43.41        1003.26
         431.28         480.28
           7.50         619.79
         255.34         668.08
        1266.97         471.87
          84.62         268.48
         195.96         405.52
         389.93         490.68
         287.95         554.48
          67.55         354.70
          57.33         900.34
         383.43         621.86
         221.33         580.77
         214.68         534.86
          44.67         321.05
         638.97         124.45
         753.41         641.36
         416.42         800.50
          77.93         679.13
          89.78         865.21
         476.26         482.06
        1251.23         292.43
          41.78         550.48
         636.78         362.05
         451.18         763.77
         173.56         786.63
         393.25         235.40
        1151.71         469.97
         339.64         352.46
         336.65         445.24
         102.40         375.75
         253.38         469.39
         435.03         268.61
         144.40         577.81
         593.23         333.68
          35.30         557.82
         335.77         527.21
         274.89         401.89
         178.67         601.69
          80.05         586.58
         167.17         712.70
         281.60         321.35
        1220.45         222.77
         668.78         449.63
         220.23         494.06
         262.12         421.80
         832.60         380.21
         352.29         580.02
         238.04         364.92
         275.34         732.48
         513.61         539.46
        1134.97         794.54
         487.42         246.89
          37.12         593.30
         790.07         422.69
         103.52         546.11
         601.54         416.00
         258.30         209.81
         245.30         266.57
        1252.33         358.86
         461.92         664.42
         490.20         589.39
         942.66         223.91
          69.49         183.18
         420.95         735.62
         219.88         857.26
         699.56         298.67
         316.59         176.39
         707.78         568.51
         157.83         386.79
        1481.18         468.03
         676.44         809.77
         326.99         817.79
         309.16         225.69
         193.65         934.46
         139.67         371.70
         251.64         353.57
         364.98         471.79
          50.23         527.95
         134.85         559.69
         694.41         511.15
         422.18         777.04
         427.21         326.79
         614.26         501.04
         508.24         362.35
          82.69         445.11
         816.50         650.04
        1091.53         316.90
          77.51         532.54
         921.89         378.81
         896.81         648.90
         507.32         323.26
         273.29         816.31
         202.47         354.66
         110.42         674.83
         110.55         185.31
         325.91         532.95
         218.33         819.87
        1025.69         326.94
         453.52         425.32
         326.85         560.52
         112.03         355.03
         461.06         250.29
         199.34         428.28
          79.09         404.07
         483.44         428.38
         683.71         872.14
         339.16         608.68
         284.58         576.44
         792.00         233.45
         114.03         264.18
         545.00         666.40
         733.78         885.17
         153.08         839.35
        1173.14         467.09
        1073.86         397.91
         182.20         395.33
         875.81         964.91
         126.02         119.11
         116.15         524.25
         237.00         397.62
         476.63         578.57
         219.21         847.51
         663.12         572.90
         246.23         209.62
         737.73         564.55
         228.23         415.98
         177.85         867.44
         114.20         613.97
         620.21         424.10
         160.20         387.23
         319.66         281.21
         319.73         183.67
         225.73         533.14
         116.02         474.84
         655.74         445.96
          36.57         802.05
         245.44         561.33
         627.78         345.95
         754.55         378.81
         202.14         662.14
         347.31         334.95
         135.75         283.53
        1009.02         407.50
         229.36         785.09
         290.75        1120.31
         495.56         278.99
         279.03         391.05
         479.84         413.27
        1029.15         367.57
         293.42         379.71
        1467.51         865.94
         626.09         568.34
         732.72         555.02
         156.04         361.33
         897.41         545.01
          87.22         352.95
         240.54         541.37
          75.52         187.58
         162.75         390.94
         569.84         549.09
         957.81         782.92
         221.38         802.86
         313.99        1227.90
         329.67         776.20
         645.22         325.42
         320.02         458.86
         591.44         329.01
         350.48         407.51
         630.81         328.58
         174.34         644.26
         759.14         454.40
         118.68         739.59
         365.86         304.69
          43.66         251.33
         373.01         554.38
         540.14         230.22
          54.21         975.68
         382.37         433.68
         575.31         541.70
         916.24         213.66
         242.04         430.77
         333.03         359.29
         399.21         280.22
         418.26         402.76
         951.65         215.95
         727.53         413.28
         733.35         475.15
          65.28         296.86
         218.27         295.67
         531.07         668.97
         364.32         451.59
         122.98         642.81
         256.08         567.78
         577.35         622.85
         411.63         676.59
         306.17         972.37
         749.06         272.73
         250.18         761.82
         205.68         479.82
         145.20         437.25
         100.52         155.29
         517.05         301.57
         243.62         268.74
         676.35         405.57
          37.08         303.62
          27.39         763.35
         108.95         518.68
         751.42         408.65
         114.40         517.69
         400.10         409.91
          42.58         474.15
         980.52         293.56
         218.25         540.73
          30.69         411.73
         421.72         702.29
         887.99         318.10
         200.50         796.92
         215.27         660.95
          92.17         296.45
         590.03         415.97
         499.84         468.68
          36.45         449.07
          33.01         311.55
         305.12         390.12
         100.29         413.90
         175.00         466.58
         589.65         550.14
         795.15         311.83
         582.67         310.67
         329.36         704.36
          54.68         289.20
         106.03         772.74
          80.93         255.38
         753.42         539.58
         703.98         119.52
         161.54         254.95
         796.11         349.32
         391.55         572.40
         503.06         194.66
         276.54         549.36
         405.20         974.79
         473.32         504.78
        1105.45         458.93
         104.61         559.37
         344.62         613.05
         278.22         230.70
         642.87         369.90
         242.98         407.47
         230.21         457.44
         522.78         451.18
         229.50         675.90
         529.49         565.26
         134.43         886.71
         419.05         376.17
          61.82         759.23
         302.41         292.12
         471.87         548.81
         298.39         418.85
         175.12         369.27
        1756.13         821.65
         138.12         782.58
         338.74         366.96
         311.70         459.69
         333.16         614.14
         280.74         196.17
         258.76         872.34
          45.84         540.46
         187.62         217.72
         634.46         391.06
         421.96         311.21
         108.13         402.18
         398.46         800.08
         154.92         658.57
         270.58         425.16
         466.63         139.88
          31.27         667.97
         185.51         531.24
         761.93         444.99
         183.54         294.80
         316.74         240.76
         579.38         310.91
        1742.37         889.11
         465.52         577.95
         316.80        1155.58
         420.31         623.06
          30.90         453.34
         580.89         519.59
         671.35         684.30
         943.88         333.76
         342.69         786.97
         731.07         449.12
         267.26         576.66
         137.67         686.50
         144.95         389.90
          63.61         411.40
         603.21         633.62
        1464.43         481.41
         806.06         628.60
          38.23         377.60
         581.82         662.70
         601.27         238.27
         377.34         328.23
         158.44         532.51
          24.83         418.39
         907.39         398.77
         662.18         569.80
         270.43         444.78
         213.81         457.42
         264.04         673.48
          50.85         409.66
         181.95         851.04
         344.46         548.13
         416.92         566.44
         760.97         194.93
         130.67         380.12
         252.49         393.30
         283.61         404.56
         172.29         372.86
         296.17         305.94
          42.09         502.46
         135.26         602.00
         296.79         701.81
        1072.06         173.48
         446.07         158.09
         217.18         850.30
         184.59         569.14
         468.70         884.89
         218.11         406.77
         159.71        1196.17
          46.00         646.66
         323.79         404.69
         132.97         275.40
         211.36         513.45
         232.87         835.51
         319.82         409.09
         260.77         413.07
         244.97         431.71
         304.79         489.19
         169.26         610.52
         122.19         639.75
         333.90         553.24
         124.55         391.38
        1375.40         337.68
          71.97         582.81
         691.62         403.55
         970.11         571.56
         148.72         315.99
        1024.89         237.80
         116.71         467.54
         375.29         262.50
         404.95         497.57
         346.66         404.39
         191.63         565.13
         245.88         454.82
         152.75         543.67
         114.70         243.71
          97.23         767.82
         808.53         344.53
          63.17         300.40
         529.20         793.25
         281.28         622.09
         411.79         769.26
         176.27         596.50
         764.61         908.47
         212.54         369.64
        1101.88         706.09
         487.09         217.61
         680.09         561.04
         355.44         301.24
         351.46         217.02
         261.52         837.97
         288.05         473.11
         316.29         177.36
         504.40         657.34
         299.93         449.71
         225.55         656.26
         186.16         223.02
         103.17         755.58
         104.66         265.64
          97.33         603.36
         163.05         244.24
         179.55         285.66
         123.75         426.56
         207.27         288.60
         270.67         629.11
         240.95         641.06
         494.94         332.75
        1438.29         139.39
         157.72         647.87
         345.40         469.62
         938.77         491.17
         257.11         263.53
         409.59         315.63
         627.39         424.10
         139.91         565.34
        1731.34         406.71
         853.74         503.06
         621.72         578.78
         406.90         483.25
         474.36         337.54
         128.78        1133.14
         163.67         538.88
         209.16         353.91
         404.89         630.82
         201.57         223.98
         483.49         575.47
        1478.72         392.41
         139.23         646.28
         206.97         587.39
        1178.16         311.22
         292.45         500.96
         128.84         590.42
         304.95        1026.16
         714.01         496.52
         363.14         291.98
         673.62         399.22
          39.59         715.64
         744.32         699.84
         148.44         287.96
         177.27         515.16
         657.39         714.44
        1350.10         488.85
         294.54         752.03
         261.01         705.59
          62.08         271.04
         188.68         437.52
         888.51         451.10
         343.52         263.40
         120.28         793.21
         412.73         521.12
         701.17         635.40
         462.12         473.74
         214.32         185.19
         191.07         193.28
        1188.77         242.13
         268.96         623.25
         388.76         702.30
          91.57         212.33
         318.78         323.84
        1314.35         555.81
         143.64         231.66
          27.41         290.09
         179.33         257.71
         423.10         761.66
          68.57         269.10
         234.99         670.57
         197.77         518.81
         406.47        1018.52
         173.56         822.81
         423.08         256.52
         234.81         374.52
         681.00         395.02
         322.61         342.37
         138.36         507.75
         130.45         814.66
          89.27         365.76
         704.68         496.24
         289.94         346.27
         514.24         763.32
         227.20         481.63
          96.67         585.67
         398.20         730.98
          44.92         256.32
         326.73         310.03
         244.53         306.39
        1024.33         798.73
         116.07         346.95
         297.16         750.39
         160.74         392.24
         441.52         522.25
         256.80         297.66
         105.32         397.45
         364.44         468.05
         733.36         760.99
         517.44         497.92
         759.44         298.20
         220.52         663.35
         846.50         356.94
          88.27         636.63
         439.10         350.24
         101.82         286.03
         272.70         476.31
         318.14         350.70
         410.98         346.16
         801.00         349.69
         915.56         370.93
         540.15         522.94
         167.38         726.61
         449.03         463.15
          44.33         377.86
         837.59         350.64
         575.43         554.82
         743.39         680.28
         359.22         744.94
          58.23         589.21
         251.73         243.56
         211.45         729.23
         439.62         347.09
         279.00         320.57
          13.16         561.67
        2257.43         588.29
          42.72         371.20
          81.36         448.16
         268.91         421.31
         438.49         294.27
         360.60         174.59
         640.55         237.12
          33.16         418.41
         124.10         440.66
         136.66         777.45
         327.14        1083.22
         265.81         289.78
         333.48         439.26
        1210.77         771.59
         477.01         523.30
         613.12         573.14
         235.32         507.18
          35.09         481.98
         382.13         803.31
          55.14         639.26
         190.53         493.81
         427.45         537.32
         114.59         505.37
         205.82         281.52
         146.55         856.91
         161.44         142.43
        1087.70         445.03
         480.97         828.16
         163.69         241.17
          13.22         317.95
         152.04         285.61
          19.88         587.96
         313.45         272.46
         717.09         385.16
         271.69         222.06
         744.19         336.24
         482.06         543.63
         528.36         203.80
         107.77         566.86
         445.59         453.82
         217.34         515.58
          95.41         487.71
         416.11         257.93
         123.71         389.46
         838.58         668.77
         237.81         338.69
         707.78         686.53
         645.15         422.43
         106.99         341.83
          38.02         417.57
         792.34         450.61
          38.27         323.70
         438.74         524.53
         760.38         444.83
         317.12         595.82
         464.14         564.65
         188.92         446.62
          17.53         221.71
        1311.85         316.05
         243.50         324.63
         767.71         894.94
         228.14         735.06
         163.71         455.88
        1056.85         525.18
         301.19         404.91
        1288.74         448.87
        1086.27         293.73
         119.73         189.69
         100.50         156.51
         233.27         566.64
         119.15         865.78
         550.56         556.40
         198.52         276.22
         850.18         913.59
         230.48         551.44
         280.67         265.50
         840.75         456.97
         456.50         725.82
         617.20         150.16
         356.05         635.50
         299.97         702.86
         335.41         219.63
         624.80         729.03
        1455.16         317.00
         394.44         516.98
         978.94         755.04
         120.64         939.15
         667.25         758.80
        1149.27         805.04
         200.06         710.30
         210.42         602.71
        1239.77        1018.01
          60.10         639.51
         301.32         652.74
         209.77         513.20
         820.39         659.28
         466.61         606.64
          68.52         383.86
         131.58         566.60
         104.92         372.22
         247.89         461.90
         344.91         341.27
          25.56         134.10
         362.75         332.86
         424.93         362.19
         222.74         408.29
         441.50         444.95
          36.01         493.75
         588.77         186.97
         341.59         553.41
         153.39         272.98
        1343.21         369.62
         233.19         434.28
         155.07         236.94
         417.77         454.18
         124.65         142.75
         315.00         477.25
         185.96         518.48
         245.83         470.99
          97.23         265.87
         640.40         579.22
         432.46         384.26
         240.40         507.10
         601.41         403.41
         593.30         188.12
         239.27         639.87
          66.80         269.40
         418.57        1002.34
         375.50         348.85
         734.19         788.46
         241.18         616.88
         592.28         502.07
         222.81         470.52
         448.65         688.70
         375.62         160.99
         462.44         681.40
         329.46         199.97
         917.56         626.67
         362.89         345.39
         220.60         628.06
         302.68         197.45
          26.87         276.56
         848.61         366.59
          54.95         786.16
         718.39         510.57
         429.90         502.54
         430.30         527.44
         116.58         316.57
         189.37         339.32
         306.27         675.07
         177.35         447.48
         493.96         665.65
         120.14         517.03
          18.66         963.38
          56.00         597.78
         446.52         277.01
         232.54         338.00
         723.30         597.29
         372.61         428.82
          97.92         537.97
         541.50         331.54
         584.57         397.81
         278.27         679.41
         804.87         630.25
         483.31         346.97
         446.89         535.23
         707.82         352.02
         372.24         550.37
         601.66         391.96
         424.13        1009.06
         186.09         936.21
        1327.66         611.00
        1034.04         673.34
         273.06         352.87
         221.46         974.80
         836.15         469.16
         416.79         393.83
          60.83         450.47
         211.51         708.28
         411.56         525.14
         174.76         209.65
         312.05         433.04
         204.88         324.22
        1177.33         344.18
         316.34         357.34
          97.72         290.16
         112.01         390.82
          37.31         489.73
         257.25         357.94
         516.18         760.98
         264.64         414.26
        1171.74         360.93
         364.81         446.93
         760.27         904.22
         193.87         398.13
         250.78         735.89
         109.84         791.17
         421.97         224.39
         250.12         404.55
         175.57         189.53
         392.25         345.46
         462.39         705.02
         284.41         381.63
         495.01         789.30
        1402.72         497.67
         856.02         134.45
         889.47         819.60
         122.15         520.99
         558.07         797.08
         187.23         775.92
         139.12         401.76
         655.22         945.28
         267.43         240.98
         270.12          73.06
          97.65         302.23
         605.26         531.02
         204.34         340.73
         680.03         384.33
         542.46         182.06
          25.71         790.89
         528.61         266.70
         310.22         484.44
         352.61         630.16
          44.80         737.34
         675.16         530.72
         362.47         508.62
          66.63         470.90
         375.52         403.38
         590.87         472.48
         305.52         161.25
         248.82         467.21
         337.57         707.77
         227.16         302.98
          74.62         237.21
         376.85         329.14
         127.73         163.09
         337.81         334.12
          64.78         560.05
         670.04         196.33
         258.55         260.07
         145.38         634.81
         294.50         473.15
         455.77         619.79
         241.49         417.98
         574.71         634.35
         720.05         624.77
         228.39         598.20
          98.03         270.48
         202.36         305.47
         320.23         557.23
         151.92         311.13
         156.35         258.07
         462.71         198.46
        1322.16         713.15
         265.47         348.35
         592.52         224.71
         480.16         882.76
        1269.28         765.02
         100.92         938.73
         759.18         656.88
        1121.63         566.77
         377.83         435.86
         626.58        1299.96
         262.94         361.27
         879.59         271.92
         167.49         682.20
         179.57         103.92
        1312.04         555.65
         164.37         396.87
         113.99         494.49
         194.87         698.76
         589.86         411.16
         173.79         522.68
         460.59         378.36
         459.18         979.30
        1361.62         713.87
         293.85         736.41
         275.03         340.06
         272.18         292.58
         576.37         554.96
         111.19         571.38
        1188.13         607.19
          91.82         660.47
         489.89         278.73
         168.76         423.43
         174.75         553.06
         653.42         745.64
         150.24         600.78
         435.15         386.10
         153.63         464.69
         159.14         625.32
         996.71         517.21
         140.25         489.00
         604.54         578.63
         215.10         597.08
          21.76         573.11
          24.15         416.88
         340.02         762.97
         319.75         475.66
          89.82         264.63
          40.12         381.51
          55.85         372.13
         425.72         645.83
         147.44         373.72
         806.21         308.20
         373.94         487.82
          53.47         453.21
         338.20         826.23
        1023.52         756.19
        1947.79         336.44
         372.44         522.22
         115.00         470.68
         249.40         608.48
         431.52         443.33
         164.91         259.92
          88.35         554.28
         344.47         217.91
         695.75         222.83
         783.80         326.06
          47.05         478.76
         196.03         550.75
         160.79         376.17
         362.71         273.45
          42.94         540.49
         426.33         274.96
         676.05         591.90
         422.30         405.38
         193.47         529.39
         172.57         576.98
         363.04         488.38
         237.07         310.40
         157.89         216.56
         377.27         551.79
         342.91         167.77
         337.70         404.16
         544.19         137.33
         102.30         640.98
         444.13         427.65
         102.67         524.53
          68.60         779.85
         257.39         449.27
         734.60         331.62
         772.92         337.15
         303.18         763.32
         122.34         708.19
         122.27         244.95
         293.54         307.47
         554.53         706.90
        2358.48         580.86
          38.28         432.80
         182.90         563.96
         135.93         507.05
        1092.26         700.25
         235.99         530.16
          19.67         219.50
         261.94         530.64
         152.25         582.86
         391.79         364.30
         491.97         994.47
         305.36         432.09
         927.63         433.09
         628.02         308.91
         672.26         410.39
         217.74         266.38
         250.58         553.70
         276.10         498.20
         256.44         465.75
         430.41         241.49
         496.83         856.44
         109.61         718.92
         186.69         709.07
         389.46         964.93
         474.10         232.94
          66.51         433.27
         702.21         905.05
          15.18         990.69
          45.43         578.70
          96.99         607.10
          31.19         567.50
          23.51         391.18
         445.97         451.51
         603.79         358.46
          90.79         433.55
          92.02         560.99
         541.48         548.76
         301.29         699.98
         504.27         376.30
        1093.10         495.07
         346.43         727.04
         692.25         343.04
         903.86         372.13
         489.50         219.18
         274.06         699.23
         153.93         231.26
         720.92         276.34
         709.37         722.66
         268.55         981.26
         217.46         757.43
         710.01         585.37
         901.86         446.77
         289.24         352.98
         377.95         280.91
         473.35         447.69
         153.72         330.72
         420.61         613.34
        1001.25         657.46
         819.81         839.76
         636.12         415.81
         163.97         342.19
        1095.61         399.11
         786.70         396.25
          26.07         822.17
         153.93         246.68
         333.57         417.71
         485.22         505.64
         246.61         630.22
         420.95         554.84
         132.63         295.23
         191.98         552.84
         291.71         291.41
         349.83         283.78
         829.10         197.69
          72.21         435.94
         564.62         616.59
         358.20         249.55
         960.42         415.55
         476.42         637.34
         269.46         383.80
         212.63         189.67
         594.62         723.33
         865.54         409.04
         659.23         829.39
        1025.70         225.27
          23.67         481.44
         996.26         414.05
          92.40         486.93
         287.26         105.30
         172.40         583.10
         228.17         575.19
         590.65         610.38
         209.99         333.52
         478.95         334.03
         315.51         339.34
         310.76         249.52
         266.55         842.39
         566.37         757.88
        1308.86         451.72
         274.99         365.57
         473.50         782.80
         189.72         239.28
         380.00         290.32
         306.63         414.84
         610.05         456.37
         412.27        1176.13
         707.64         630.27
        1129.01         703.52
         338.03         515.13
         666.31         306.87
         221.60         456.57
         972.64         396.38
          78.06         595.69
          81.95         520.97
         583.00         301.81
         221.22         420.98
         277.92         856.27
         262.93         558.37
         102.17         524.35
         329.81         413.27
         137.85         479.97
           8.16         171.73
         209.32         377.46
         148.73         383.31
         372.06         748.99
         354.07         324.44
         354.45         363.46
         145.49         848.35
          66.43         803.96
         723.27         234.76
         451.98         195.34
          82.37         383.43
         272.16         297.31
          78.77         385.72
        1220.90         596.75
         232.27         404.97
         344.78         753.81
         170.94         413.15
         488.75         666.30
        1284.25         513.66
         687.49         594.16
         480.57         809.10
         265.32         339.30
         208.64         330.62
         174.66         429.64
          64.60         164.39
         441.13         587.66
          20.78         407.23
         311.73         692.02
        1262.97         604.76
         694.92         694.46
         161.75         616.48
         311.18         380.57
         383.21         424.92
         223.75         338.50
         685.33         486.14
         100.29         203.08
         485.51         361.77
         134.98         658.38
        1043.85         404.75
         424.22         298.55
         254.34         384.91
         737.13         664.28
         413.01         304.24
         689.87         366.48
         222.94         665.74
         254.03         491.88
         249.94         213.79
         500.18         792.31
         340.91         717.14
        1287.98         215.88
         913.62         515.07
         673.34         547.88
          74.49         428.96
         559.05         474.03
         275.20         340.08
         493.52         469.98
         441.37         776.27
         190.54         691.26
         290.02         540.59
         554.15         455.16
         271.23         296.23
         321.81         504.70
         322.83         241.39
         199.53         612.33
         232.09         476.27
         148.87         676.47
          36.69         485.03
          88.98         292.83
         227.98         279.26
         108.49         321.99
         896.87         326.04
         371.71         321.98
         527.19         439.11
          48.40         713.60
         410.18         605.88
        1281.89         383.00
         235.46         280.24
         146.80         572.10
         908.04         159.85
          57.80         644.41
         562.85         783.50
         279.99         317.13
         253.09         515.38
         168.76         281.19
          72.89         448.44
          79.84         403.25
         233.62         500.66
         691.45         623.05
         413.29         233.32
         120.52         491.84
         323.18         679.72
         296.77         608.19
         249.76         743.04
          46.07         574.94
         422.98         334.96
         475.11         294.65
         214.89         541.42
        1333.56         269.75
         278.10         579.28
         340.80         722.95
         234.77         311.34
         208.03         411.33
         335.22         971.83
         308.94         292.58
         354.78         331.55
         112.91         583.05
        1110.63         406.67
         178.02         358.88
         437.24         374.65
         653.49         604.56
         364.40         505.26
         462.01         544.31
         501.75         550.83
         373.53         337.14
          48.18         385.85
         254.25         135.82
         414.78         405.35
         952.76         514.65
          58.14         841.17
         524.83         294.01
         313.70         506.98
         446.55         417.97
         745.66         539.50
         189.18         368.05
         349.54         464.63
        1009.73         287.06
         305.93         484.52
         330.62         311.73
         340.52         678.17
         224.68         413.29
         171.61         411.23
         134.15         590.07
        1349.30         180.07
          56.56         501.30
         361.74         532.12
         700.72         441.14
          57.84         199.85
         466.85         432.54
         198.07         454.12
         182.44         750.15
         222.74         437.27
         152.56         266.98
         611.98         708.25
         703.19         813.41
         163.36         442.69
         243.37         805.04
         188.12         559.03
         324.22         443.97
          97.89         487.01
         434.65         773.25
        1082.04         707.90
         271.16         796.95
         408.83         480.20
         190.66         455.86
         802.89         190.00
          36.84         202.88
         139.83         472.79
         761.92         348.42
         357.52         471.69
         537.19         337.35
         780.84         447.58
         183.25         303.41
          86.26         663.67
         237.32         839.33
         203.54         437.54
         738.19         598.11
         183.40         246.94
         220.13         440.92
         440.63         260.12
         608.65         362.23
         214.03         642.17
         294.02         471.43
         142.13         368.71
         353.30         827.11
         235.86         344.06
         381.44         461.17
          73.47         307.27
         538.45         725.25
         120.16         258.20
         972.78         948.81
        1204.76         577.98
         101.59         411.13
         127.20         373.99
         211.05         385.02
          98.48         847.07
         271.93         466.69
         462.76         574.97
         621.33         561.35
         424.52         631.57
         227.88         359.76
         504.47        1097.60
         664.28         830.84
        1238.95         416.81
         919.45         585.71
         313.30        1040.93
        1794.70         342.04
         162.23         748.39
          86.17         436.25
         699.46         565.32
         495.61         419.53
          26.50         721.52
         494.35         558.95
         567.66         710.82
          92.82         272.11
         394.66         731.06
         188.87         935.56
         279.24         365.65
         505.17         244.96
         820.72         474.82
         294.93         620.83
         344.70         257.06
         437.70         510.46
         293.05         414.23
         125.75         211.88
         385.66         304.74
         509.04         272.71
         145.16         185.91
         442.89         678.99
           1.73         759.48
         711.72         368.25
         321.46         224.76
         320.66         762.68
          20.01         215.06
         268.92         708.15
         147.06         308.45
         112.61         620.59
          43.05         321.95
         374.44         867.57
         643.55         258.86
         325.94         521.59
         285.65         891.28
         168.94        1029.94
         323.24         373.69
         817.20         472.12
         539.38         316.96
          82.71         405.10
         441.93         617.11
          77.81         334.55
        1306.30         234.59
          58.29         255.24
         147.37         487.99
         340.97         898.77
         602.46         802.68
         294.78         736.99
         880.20         662.54
         173.43         529.74
         775.41         868.00
         342.49        1210.41
         140.91         479.77
         182.60         691.99
         694.38         738.92
         503.04         724.58
          66.27         222.28
         271.96         686.73
         354.61         661.75
